-0.57049	-0.309536	
0.974264	0.388329	
-0.0719135	-0.730839	
0.176198	-0.143778	
-0.109132	-0.312985	
0.330052	-0.343178	
-0.407455	0.984995	
0.843278	0.371261	
-0.938356	0.0095076	
0.924079	-0.330213	
-0.235085	0.441805	
0.100905	0.82047	
0.473786	-0.0300938	
-0.860398	-0.628633	
0.346667	-0.651632	
0.796707	0.368815	
0.372778	0.310425	
-0.851212	-0.305556	
0.366127	0.90914	
-0.222495	-0.740903	
0.563663	-0.555346	
-0.855974	0.482101	
0.793882	-0.723557	
0.906481	-0.384622	
-0.63578	0.148707	
-0.0826135	-0.923753	
0.211969	-0.503429	
-0.914638	0.797503	
0.981159	-0.431984	
-0.8461	0.477937	
-0.480942	0.0723678	
-0.470641	-0.987713	
0.32	0.0549311	
0.367716	-0.591086	
-0.222464	-0.479556	
0.226141	0.550994	
-0.555443	-0.921989	
-0.279554	-0.364467	
0.097945	-0.162708	
0.91302	0.631442	
-0.699127	-0.13675	
0.671882	-0.683655	
0.218527	0.991316	
-0.969903	-0.39107	
0.0583729	-0.591118	
0.309606	0.445647	
0.17228	0.954396	
-0.36382	-0.193729	
-0.576182	-0.337091	
-0.393237	-0.535185	
0.03998	0.771659	
0.629916	0.193977	
-0.229309	-0.779512	
-0.605754	0.325401	
0.783152	0.192804	
-0.260297	0.42319	
0.135435	-0.865703	
0.260524	-0.803084	
0.951144	0.0438579	
-0.414696	-0.305253	
-0.12163	-0.786549	
-0.497011	0.824557	
-0.467414	-0.303194	
-0.944445	-0.276796	
-0.0240866	0.010991	
0.285133	0.747729	
-0.184955	0.63966	
0.451538	0.634859	
-0.137273	0.876375	
-0.303619	-0.814702	
-0.551654	0.941451	
-0.63615	-0.0846202	
-0.391	0.641447	
-0.737726	-0.834688	
0.456304	0.514059	
-0.25086	0.764726	
-0.701576	0.233316	
0.803904	0.0640596	
-0.0161455	-0.369648	
-0.788016	-0.840347	
0.0363815	0.944713	
-0.340554	0.531422	
-0.256441	-0.45919	
0.719161	0.0439933	
-0.588892	0.611293	
0.307142	-0.537026	
0.817667	0.542593	
0.538809	0.592603	
0.671945	0.622699	
0.82667	0.126041	
-0.380943	0.0646625	
-0.517249	-0.780541	
0.866809	-0.1791	
0.185858	-0.862883	
-0.377025	-0.380859	
0.908571	0.993099	
0.194308	-0.74795	
0.230458	0.956377	
-0.780226	-0.722728	
-0.882927	-0.818999	
0.964211	-0.0861848	
-0.205382	0.0631975	
0.292131	-0.396894	
-0.204768	-0.554452	
0.914979	-0.914861	
0.162573	0.999478	
-0.832356	0.485424	
-0.0159572	-0.691076	
0.93371	-0.0338867	
0.0167751	0.768339	
0.0676979	-0.868349	
-0.963091	-0.729152	
-0.578958	0.562693	
0.729261	-0.345947	
0.814406	-0.0797025	
-0.539524	0.458466	
0.0647582	-0.186408	
0.408071	-0.830809	
-0.691136	0.922902	
0.395741	0.537409	
0.305874	0.962819	
-0.258668	0.854425	
-0.743918	-0.636461	
-0.157681	0.898838	
0.596408	-0.450714	
0.596813	0.883178	
0.664036	-0.296062	
0.220845	-0.0320647	
-0.2349	0.703208	
0.100574	-0.980271	
-0.0201032	-0.493977	
-0.425568	-0.332257	
0.945162	-0.867426	
-0.173849	-0.893844	
-0.981047	0.639277	
-0.970175	0.827191	
-0.131945	0.875248	
-0.280204	0.888853	
-0.0175066	-0.795111	
-0.146438	-0.307046	
-0.409284	0.31199	
0.205913	-0.236841	
-0.0599731	-0.811754	
0.0462534	-0.0418718	
0.545591	-0.144464	
0.0981769	0.869689	
-0.930593	0.35158	
0.262966	0.280612	
-0.566971	-0.607526	
-0.520608	0.056798	
0.983318	0.104323	
-0.863045	0.73196	
0.331476	-0.135948	
0.295805	0.390132	
-0.634414	0.202615	
0.124068	-0.86368	
-0.962594	-0.925719	
-0.355974	-0.134062	
-0.125116	-0.741913	
0.702908	0.443376	
-0.536911	-0.643894	
-0.97285	0.0758373	
-0.718744	-0.584778	
-0.574507	-0.712626	
0.196792	0.913918	
-0.341346	-0.279054	
-0.128037	0.694297	
-0.430188	-0.687071	
0.656485	-0.96017	
0.979033	0.991381	
-0.488247	0.203492	
0.5496	-0.768907	
0.344406	0.971643	
0.1952	0.864906	
-0.868678	-0.556373	
-0.0558945	-0.742263	
-0.230543	-0.862661	
-0.64356	-0.407593	
-0.87935	0.459444	
-0.96659	-0.0206111	
0.603483	0.41736	
-0.214172	0.808616	
0.970433	0.952098	
-0.131277	0.938508	
-0.756263	-0.975461	
0.483817	-0.399128	
-0.787867	0.624919	
0.864651	-0.80925	
-0.0748962	0.11004	
0.622111	0.92726	
0.411454	0.439666	
0.865163	0.656231	
0.874408	-0.929244	
-0.644888	-0.878952	
0.634422	0.580612	
0.345414	-0.0471702	
-0.813808	-0.128737	
-0.100845	0.298946	
-0.667593	-0.275034	
0	0	
